member_id,eligible_date,baseline_tier,mature,exposed,live_started,live_engaged,returned,live_error
member_00497,2026-08-08,occasional,1,1,0,0,0,0
member_00498,2026-08-21,frequent,1,1,0,0,1,0
member_00499,2026-08-23,occasional,0,0,0,0,0,0
member_00500,2026-08-22,frequent,1,1,1,1,1,0
member_00501,2026-08-10,occasional,1,1,1,0,0,0
member_00502,2026-08-24,frequent,0,1,1,1,1,0
member_00503,2026-08-03,occasional,1,0,0,0,0,0
member_00504,2026-08-18,frequent,1,1,1,0,1,0
member_00505,2026-08-21,occasional,1,0,0,0,1,0
member_00506,2026-08-24,frequent,0,1,1,1,1,0
member_00507,2026-08-22,occasional,0,1,1,1,1,0
member_00508,2026-08-17,frequent,1,1,0,0,1,0
member_00509,2026-08-13,occasional,1,0,0,0,0,0
member_00510,2026-08-15,frequent,1,1,1,1,1,1
member_00511,2026-08-13,occasional,1,0,0,0,0,0
member_00512,2026-08-03,frequent,1,0,0,0,0,0
member_00513,2026-08-26,occasional,0,0,0,0,0,0
member_00514,2026-08-19,frequent,1,1,1,1,1,0
member_00515,2026-08-05,occasional,1,0,0,0,0,0
member_00516,2026-08-14,frequent,1,1,1,1,1,0
member_00517,2026-08-03,occasional,1,0,0,0,0,0
member_00518,2026-08-05,frequent,1,1,0,0,1,0
member_00519,2026-08-17,occasional,1,1,1,0,0,0
member_00520,2026-08-28,frequent,0,1,1,1,0,0
member_00521,2026-08-13,occasional,1,0,0,0,0,0
member_00522,2026-08-01,frequent,1,0,0,0,1,0
member_00523,2026-08-07,occasional,1,0,0,0,0,0
member_00524,2026-08-09,frequent,1,1,1,1,1,0
member_00525,2026-08-24,occasional,0,0,0,0,0,0
member_00526,2026-08-27,frequent,0,1,1,1,0,0
member_00527,2026-08-14,occasional,1,0,0,0,0,0
member_00528,2026-08-22,frequent,0,0,0,0,0,0
member_00529,2026-08-12,occasional,1,1,0,0,0,0
member_00530,2026-08-17,frequent,1,1,1,1,1,1
member_00531,2026-08-21,occasional,1,0,0,0,0,0
member_00532,2026-08-16,frequent,1,1,0,0,1,0
member_00533,2026-08-23,occasional,0,0,0,0,0,0
member_00534,2026-08-26,frequent,0,1,0,0,0,0
member_00535,2026-08-14,occasional,1,0,0,0,0,0
member_00536,2026-08-10,frequent,1,1,0,0,1,0
member_00537,2026-08-22,occasional,0,1,1,0,0,0
member_00538,2026-08-27,frequent,0,0,1,1,0,0
member_00539,2026-08-18,occasional,1,1,1,0,0,0
member_00540,2026-08-28,frequent,0,1,1,1,0,1
member_00541,2026-08-28,occasional,0,0,0,0,0,0
member_00542,2026-08-08,frequent,1,1,1,1,1,0
member_00543,2026-08-11,occasional,1,0,0,0,0,0
member_00544,2026-08-17,frequent,1,1,1,0,0,0
member_00545,2026-08-25,occasional,0,0,0,0,0,0
member_00546,2026-08-06,frequent,1,0,0,0,1,0
member_00547,2026-08-13,occasional,1,0,0,0,0,0
member_00548,2026-08-07,frequent,1,1,0,0,1,0
member_00549,2026-08-20,occasional,1,0,0,0,0,0
member_00550,2026-08-03,frequent,1,1,0,0,1,0
member_00551,2026-08-25,occasional,0,0,0,0,0,0
member_00552,2026-08-20,frequent,1,1,1,1,1,0
member_00553,2026-08-28,occasional,0,1,0,0,0,0
member_00554,2026-08-18,frequent,1,1,1,1,1,0
member_00555,2026-08-17,occasional,1,1,1,0,0,0
member_00556,2026-08-04,frequent,1,1,1,0,1,0
member_00557,2026-08-25,occasional,0,0,0,0,0,0
member_00558,2026-08-19,frequent,1,1,1,1,1,0
member_00559,2026-08-28,occasional,0,1,0,0,0,0
member_00560,2026-08-02,frequent,1,1,0,0,1,0
member_00561,2026-08-13,occasional,1,0,0,0,0,0
member_00562,2026-08-05,frequent,1,1,0,0,0,0
member_00563,2026-08-08,occasional,1,0,0,0,0,0
member_00564,2026-08-16,frequent,1,1,0,0,1,0
member_00565,2026-08-27,occasional,0,0,0,0,0,0
member_00566,2026-08-14,frequent,1,1,1,0,1,0
member_00567,2026-08-09,occasional,1,1,1,1,0,0
member_00568,2026-08-24,frequent,0,1,1,1,0,0
member_00569,2026-08-25,occasional,0,0,0,0,0,0
member_00570,2026-08-08,frequent,1,0,0,0,1,0
member_00571,2026-08-25,occasional,0,0,0,0,0,0
member_00572,2026-08-28,frequent,0,1,1,0,0,0
member_00573,2026-08-05,occasional,1,1,1,1,0,0
member_00574,2026-08-16,frequent,1,1,1,0,1,0
member_00575,2026-08-07,occasional,1,0,0,0,1,0
member_00576,2026-08-22,frequent,0,1,1,0,0,0
member_00577,2026-08-01,occasional,1,0,0,0,0,0
member_00578,2026-08-14,frequent,1,1,1,0,0,0
member_00579,2026-08-11,occasional,1,0,0,0,0,0
member_00580,2026-08-25,frequent,0,1,1,1,0,0
member_00581,2026-08-09,occasional,1,0,0,0,0,0
member_00582,2026-08-10,frequent,1,1,1,0,1,0
member_00583,2026-08-08,occasional,1,0,0,0,0,0
member_00584,2026-08-16,frequent,1,1,0,0,1,0
member_00585,2026-08-17,occasional,1,1,1,0,0,0
member_00586,2026-08-09,frequent,1,1,1,1,0,0
member_00587,2026-08-22,occasional,0,0,0,0,0,0
member_00588,2026-08-23,frequent,0,1,0,0,1,0
member_00589,2026-08-16,occasional,1,1,0,0,1,0
member_00590,2026-08-23,frequent,0,1,1,0,0,0
member_00591,2026-08-14,occasional,1,0,0,0,0,0
member_00592,2026-08-06,frequent,1,1,1,0,1,0
member_00593,2026-08-20,occasional,1,0,0,0,1,0
member_00594,2026-08-25,frequent,0,1,1,1,0,1
member_00595,2026-08-22,occasional,0,0,0,0,1,0
member_00596,2026-08-01,frequent,1,1,1,0,1,0
member_00597,2026-08-05,occasional,1,0,0,0,0,0
member_00598,2026-08-27,frequent,0,1,1,0,0,0
member_00599,2026-08-26,occasional,0,0,0,0,0,0
member_00600,2026-08-21,frequent,1,1,0,0,1,0
member_00601,2026-08-06,occasional,1,1,1,1,0,0
member_00602,2026-08-02,frequent,1,1,1,1,1,0
member_00603,2026-08-16,occasional,1,1,1,0,0,0
member_00604,2026-08-16,frequent,1,1,1,1,1,0
member_00605,2026-08-11,occasional,1,0,0,0,0,0
member_00606,2026-08-22,frequent,0,1,1,1,1,1
member_00607,2026-08-13,occasional,1,1,0,0,1,0
member_00608,2026-08-19,frequent,1,1,1,1,1,0
member_00609,2026-08-19,occasional,1,0,0,0,0,0
member_00610,2026-08-15,frequent,1,1,1,0,1,0
member_00611,2026-08-11,occasional,1,1,0,0,0,0
member_00612,2026-08-09,frequent,1,1,0,0,1,0
member_00613,2026-08-12,occasional,1,0,0,0,0,0
member_00614,2026-08-15,frequent,1,1,1,0,0,0
member_00615,2026-08-21,occasional,1,1,1,1,0,0
member_00616,2026-08-05,frequent,1,1,1,0,1,0
member_00617,2026-08-22,occasional,0,0,0,0,0,0
member_00618,2026-08-23,frequent,0,1,1,1,1,0
member_00619,2026-08-04,occasional,1,0,0,0,0,0
member_00620,2026-08-22,frequent,0,1,1,0,1,0
member_00621,2026-08-19,occasional,1,0,0,0,0,0
member_00622,2026-08-04,frequent,1,1,1,1,1,0
member_00623,2026-08-19,occasional,1,1,1,0,1,0
member_00624,2026-08-13,frequent,1,1,1,1,1,0
member_00625,2026-08-13,occasional,1,0,0,0,0,0
member_00626,2026-08-14,frequent,1,0,0,0,1,0
member_00627,2026-08-19,occasional,1,0,0,0,0,0
member_00628,2026-08-11,frequent,1,1,0,0,0,0
member_00629,2026-08-20,occasional,1,0,0,0,0,0
member_00630,2026-08-21,frequent,1,0,0,0,0,0
member_00631,2026-08-11,occasional,1,0,0,0,0,0
member_00632,2026-08-20,frequent,1,1,0,0,1,0
member_00633,2026-08-26,occasional,0,1,1,1,0,0
member_00634,2026-08-06,frequent,1,1,1,0,1,0
member_00635,2026-08-05,occasional,1,0,0,0,0,0
member_00636,2026-08-12,frequent,1,1,1,0,1,0
member_00637,2026-08-06,occasional,1,0,0,0,0,0
member_00638,2026-08-07,frequent,1,0,0,0,1,0
member_00639,2026-08-20,occasional,1,0,0,0,0,0
member_00640,2026-08-06,frequent,1,1,0,0,1,0
member_00641,2026-08-16,occasional,1,1,1,0,0,0
member_00642,2026-08-05,frequent,1,1,0,0,1,0
member_00643,2026-08-24,occasional,0,0,0,0,0,0
member_00644,2026-08-16,frequent,1,1,0,0,1,0
member_00645,2026-08-14,occasional,1,0,0,0,0,0
member_00646,2026-08-01,frequent,1,1,1,1,1,0
member_00647,2026-08-07,occasional,1,0,0,0,1,0
member_00648,2026-08-03,frequent,1,1,1,0,0,0
member_00649,2026-08-07,occasional,1,0,0,0,1,0
member_00650,2026-08-19,frequent,1,1,1,1,1,0
member_00651,2026-08-09,occasional,1,0,0,0,1,0
member_00652,2026-08-13,frequent,1,1,1,1,1,0
member_00653,2026-08-14,occasional,1,0,0,0,0,0
member_00654,2026-08-23,frequent,0,0,0,0,0,0
member_00655,2026-08-07,occasional,1,1,1,1,0,0
member_00656,2026-08-22,frequent,0,0,0,0,0,0
member_00657,2026-08-14,occasional,1,0,0,0,1,0
member_00658,2026-08-06,frequent,1,1,1,1,0,0
member_00659,2026-08-16,occasional,1,0,0,0,1,0
member_00660,2026-08-21,frequent,1,1,1,0,1,0
member_00661,2026-08-26,occasional,0,0,0,0,0,0
member_00662,2026-08-08,frequent,1,1,1,0,1,0
member_00663,2026-08-04,occasional,1,0,0,0,0,0
member_00664,2026-08-07,frequent,1,1,0,0,1,0
member_00665,2026-08-16,occasional,1,0,0,0,1,0
member_00666,2026-08-07,frequent,1,1,1,1,1,0
member_00667,2026-08-24,occasional,0,0,0,0,0,0
member_00668,2026-08-13,frequent,1,1,1,0,1,0
member_00669,2026-08-20,occasional,1,1,1,1,0,0
member_00670,2026-08-03,frequent,1,1,0,0,1,0
member_00671,2026-08-22,occasional,0,0,0,0,0,0
member_00672,2026-08-08,frequent,1,1,1,1,1,0
member_00673,2026-08-15,occasional,1,0,0,0,0,0
member_00674,2026-08-15,frequent,1,0,0,0,0,0
member_00675,2026-08-08,occasional,1,1,1,0,0,0
member_00676,2026-08-18,frequent,1,1,0,0,1,0
member_00677,2026-08-07,occasional,1,0,0,0,1,0
member_00678,2026-08-25,frequent,0,1,1,1,0,0
member_00679,2026-08-19,occasional,1,1,1,0,0,0
member_00680,2026-08-28,frequent,0,1,1,0,0,0
member_00681,2026-08-13,occasional,1,0,0,0,1,0
member_00682,2026-08-20,frequent,1,1,1,1,1,0
member_00683,2026-08-28,occasional,0,0,0,0,0,0
member_00684,2026-08-25,frequent,0,1,1,0,0,0
member_00685,2026-08-27,occasional,0,0,0,0,0,0
member_00686,2026-08-28,frequent,0,1,1,0,0,0
member_00687,2026-08-09,occasional,1,1,1,0,0,1
member_00688,2026-08-06,frequent,1,0,0,0,1,0
member_00689,2026-08-14,occasional,1,0,0,0,0,0
member_00690,2026-08-20,frequent,1,1,1,0,1,0
member_00691,2026-08-03,occasional,1,0,0,0,0,0
member_00692,2026-08-06,frequent,1,1,1,1,1,0
member_00693,2026-08-27,occasional,0,0,0,0,0,0
member_00694,2026-08-26,frequent,0,1,0,0,0,0
member_00695,2026-08-27,occasional,0,1,1,1,0,0
member_00696,2026-08-07,frequent,1,1,1,0,1,0
member_00697,2026-08-01,occasional,1,0,0,0,0,0
member_00698,2026-08-28,frequent,0,0,0,0,0,0
member_00699,2026-08-11,occasional,1,0,0,0,1,0
member_00700,2026-08-26,frequent,0,1,1,1,0,0
member_00701,2026-08-08,occasional,1,1,1,1,1,0
member_00702,2026-08-17,frequent,1,0,0,0,1,0
member_00703,2026-08-07,occasional,1,0,0,0,1,0
member_00704,2026-08-23,frequent,0,1,1,0,0,1
member_00705,2026-08-18,occasional,1,1,1,1,0,0
member_00706,2026-08-11,frequent,1,1,1,1,0,0
member_00707,2026-08-23,occasional,0,0,0,0,0,0
member_00708,2026-08-12,frequent,1,1,1,0,1,0
member_00709,2026-08-13,occasional,1,0,0,0,0,0
member_00710,2026-08-13,frequent,1,1,1,1,1,0
member_00711,2026-08-20,occasional,1,1,1,0,1,0
member_00712,2026-08-17,frequent,1,1,0,0,1,0
member_00713,2026-08-26,occasional,0,1,0,0,0,0
member_00714,2026-08-16,frequent,1,1,0,0,0,0
member_00715,2026-08-04,occasional,1,0,0,0,0,0
member_00716,2026-08-05,frequent,1,1,0,0,1,0
member_00717,2026-08-16,occasional,1,0,0,0,0,0
member_00718,2026-08-14,frequent,1,1,1,1,1,0
member_00719,2026-08-15,occasional,1,0,0,0,0,0
member_00720,2026-08-01,frequent,1,1,1,1,1,0
member_00721,2026-08-21,occasional,1,0,0,0,0,0
member_00722,2026-08-24,frequent,0,1,1,0,1,0
member_00723,2026-08-01,occasional,1,0,0,0,0,0
member_00724,2026-08-09,frequent,1,1,1,1,1,1
member_00725,2026-08-21,occasional,1,1,0,0,1,0
member_00726,2026-08-13,frequent,1,1,1,0,1,0
member_00727,2026-08-17,occasional,1,1,1,0,0,0
member_00728,2026-08-26,frequent,0,1,1,0,0,0
member_00729,2026-08-11,occasional,1,1,1,1,0,0
member_00730,2026-08-04,frequent,1,1,1,1,1,0
member_00731,2026-08-04,occasional,1,1,0,0,0,0
member_00732,2026-08-07,frequent,1,1,0,0,1,0
member_00733,2026-08-22,occasional,0,0,0,0,0,0
member_00734,2026-08-20,frequent,1,0,0,0,1,0
member_00735,2026-08-08,occasional,1,0,0,0,0,0
member_00736,2026-08-15,frequent,1,1,0,0,0,0
member_00737,2026-08-21,occasional,1,1,1,1,0,0
member_00738,2026-08-10,frequent,1,1,1,0,1,0
member_00739,2026-08-18,occasional,1,1,0,0,1,0
member_00740,2026-08-13,frequent,1,1,1,1,1,0
member_00741,2026-08-10,occasional,1,1,1,1,0,0
member_00742,2026-08-28,frequent,0,1,0,0,0,0
member_00743,2026-08-23,occasional,0,1,0,0,0,0
member_00744,2026-08-10,frequent,1,1,1,0,1,0
member_00745,2026-08-25,occasional,0,0,0,0,1,0
member_00746,2026-08-18,frequent,1,1,1,0,1,1
member_00747,2026-08-03,occasional,1,0,0,0,0,0
member_00748,2026-08-09,frequent,1,0,0,0,1,0
member_00749,2026-08-02,occasional,1,0,0,0,0,0
member_00750,2026-08-25,frequent,0,1,0,0,0,0
member_00751,2026-08-16,occasional,1,1,1,0,0,0
member_00752,2026-08-11,frequent,1,1,1,0,1,0
member_00753,2026-08-03,occasional,1,0,0,0,1,0
member_00754,2026-08-07,frequent,1,1,1,1,1,0
member_00755,2026-08-09,occasional,1,1,0,0,0,0
member_00756,2026-08-10,frequent,1,1,0,0,1,0
member_00757,2026-08-12,occasional,1,0,0,0,1,0
member_00758,2026-08-04,frequent,1,1,1,1,1,0
member_00759,2026-08-19,occasional,1,0,0,0,1,0
member_00760,2026-08-09,frequent,1,0,0,0,1,0
member_00761,2026-08-27,occasional,0,1,1,1,0,0
member_00762,2026-08-16,frequent,1,1,1,1,1,0
member_00763,2026-08-28,occasional,0,0,0,0,0,0
member_00764,2026-08-21,frequent,1,1,0,0,1,0
member_00765,2026-08-28,occasional,0,1,1,1,0,0
member_00766,2026-08-16,frequent,1,1,1,0,1,0
member_00767,2026-08-06,occasional,1,0,0,0,0,0
member_00768,2026-08-17,frequent,1,1,1,0,1,0
member_00769,2026-08-10,occasional,1,1,1,1,0,0
member_00770,2026-08-24,frequent,0,1,0,0,0,0
member_00771,2026-08-09,occasional,1,0,0,0,0,0
member_00772,2026-08-26,frequent,0,1,1,0,0,0
member_00773,2026-08-05,occasional,1,0,0,0,1,0
member_00774,2026-08-03,frequent,1,0,0,0,1,0
member_00775,2026-08-06,occasional,1,0,0,0,1,0
member_00776,2026-08-03,frequent,1,1,0,0,1,0
member_00777,2026-08-17,occasional,1,0,0,0,0,0
member_00778,2026-08-23,frequent,0,1,1,1,0,0
member_00779,2026-08-05,occasional,1,0,0,0,0,0
member_00780,2026-08-08,frequent,1,1,1,1,1,0
member_00781,2026-08-02,occasional,1,1,1,1,0,0
member_00782,2026-08-23,frequent,0,1,1,0,1,0
member_00783,2026-08-10,occasional,1,0,0,0,1,0
member_00784,2026-08-14,frequent,1,1,0,0,1,0
member_00785,2026-08-21,occasional,1,0,0,0,1,0
member_00786,2026-08-13,frequent,1,1,1,1,1,0
member_00787,2026-08-24,occasional,0,0,0,0,0,0
member_00788,2026-08-09,frequent,1,0,0,0,1,0
member_00789,2026-08-09,occasional,1,0,0,0,1,0
member_00790,2026-08-20,frequent,1,1,1,0,1,0
member_00791,2026-08-03,occasional,1,0,0,0,0,0
member_00792,2026-08-06,frequent,1,1,1,1,0,0
member_00793,2026-08-01,occasional,1,0,0,0,0,0
member_00794,2026-08-11,frequent,1,1,1,0,1,0
member_00795,2026-08-06,occasional,1,0,0,0,0,0
member_00796,2026-08-01,frequent,1,1,1,1,1,0
member_00797,2026-08-07,occasional,1,0,0,0,1,0
member_00798,2026-08-20,frequent,1,1,0,0,1,0
member_00799,2026-08-13,occasional,1,0,0,0,0,0
member_00800,2026-08-27,frequent,0,1,1,0,0,0
member_00801,2026-08-02,occasional,1,0,0,0,0,0
member_00802,2026-08-21,frequent,1,1,1,1,1,0
member_00803,2026-08-02,occasional,1,1,0,0,0,0
member_00804,2026-08-12,frequent,1,1,1,0,0,0
member_00805,2026-08-20,occasional,1,1,1,0,0,0
member_00806,2026-08-04,frequent,1,1,1,1,0,0
member_00807,2026-08-15,occasional,1,1,1,0,0,0
member_00808,2026-08-23,frequent,0,1,1,1,1,1
member_00809,2026-08-14,occasional,1,1,0,0,0,0
member_00810,2026-08-24,frequent,0,1,1,1,0,1
member_00811,2026-08-01,occasional,1,0,0,0,0,0
member_00812,2026-08-08,frequent,1,1,0,0,1,0
member_00813,2026-08-21,occasional,1,0,0,0,0,0
member_00814,2026-08-28,frequent,0,1,1,0,0,0
member_00815,2026-08-19,occasional,1,1,0,0,1,0
member_00816,2026-08-18,frequent,1,1,1,0,0,0
member_00817,2026-08-27,occasional,0,0,0,0,0,0
member_00818,2026-08-02,frequent,1,1,1,0,1,1
member_00819,2026-08-02,occasional,1,0,0,0,0,0
member_00820,2026-08-07,frequent,1,1,1,1,1,0
member_00821,2026-08-11,occasional,1,0,0,0,0,0
member_00822,2026-08-22,frequent,0,0,0,0,0,0
member_00823,2026-08-01,occasional,1,1,1,0,1,0
member_00824,2026-08-22,frequent,0,0,0,0,1,0
member_00825,2026-08-01,occasional,1,0,0,0,0,0
member_00826,2026-08-09,frequent,1,1,1,0,1,0
member_00827,2026-08-11,occasional,1,1,0,0,0,0
member_00828,2026-08-16,frequent,1,1,1,0,0,0
member_00829,2026-08-27,occasional,0,0,0,0,0,0
member_00830,2026-08-28,frequent,0,1,0,0,0,0
member_00831,2026-08-19,occasional,1,0,0,0,0,0
member_00832,2026-08-23,frequent,0,1,1,1,1,0
member_00833,2026-08-09,occasional,1,0,0,0,1,0
member_00834,2026-08-20,frequent,1,0,0,0,1,0
member_00835,2026-08-17,occasional,1,0,0,0,0,0
member_00836,2026-08-11,frequent,1,0,0,0,1,0
member_00837,2026-08-20,occasional,1,1,1,1,0,0
member_00838,2026-08-15,frequent,1,1,1,1,1,0
member_00839,2026-08-28,occasional,0,1,0,0,0,0
member_00840,2026-08-09,frequent,1,1,0,0,0,0
member_00841,2026-08-08,occasional,1,0,0,0,0,0
member_00842,2026-08-24,frequent,0,1,1,1,0,0
member_00843,2026-08-17,occasional,1,1,1,1,1,1
member_00844,2026-08-11,frequent,1,1,1,1,1,0
member_00845,2026-08-07,occasional,1,0,0,0,1,0
member_00846,2026-08-03,frequent,1,0,0,0,0,0
member_00847,2026-08-01,occasional,1,0,0,0,1,0
member_00848,2026-08-22,frequent,0,1,1,0,1,0
member_00849,2026-08-12,occasional,1,1,1,1,0,0
member_00850,2026-08-23,frequent,0,0,0,0,0,0
member_00851,2026-08-20,occasional,1,1,1,1,1,0
member_00852,2026-08-13,frequent,1,0,0,0,0,0
member_00853,2026-08-28,occasional,0,0,0,0,0,0
member_00854,2026-08-05,frequent,1,1,0,0,1,0
member_00855,2026-08-09,occasional,1,1,1,1,0,0
member_00856,2026-08-24,frequent,0,1,1,0,0,0
member_00857,2026-08-02,occasional,1,0,0,0,0,0
member_00858,2026-08-15,frequent,1,1,0,0,1,0
member_00859,2026-08-25,occasional,0,0,0,0,1,0
member_00860,2026-08-23,frequent,0,0,0,0,1,0
member_00861,2026-08-26,occasional,0,0,0,0,0,0
member_00862,2026-08-26,frequent,0,0,0,0,0,0
member_00863,2026-08-09,occasional,1,1,1,1,0,0
member_00864,2026-08-27,frequent,0,1,0,0,0,0
member_00865,2026-08-02,occasional,1,0,0,0,0,0
member_00866,2026-08-24,frequent,0,1,1,1,0,0
member_00867,2026-08-24,occasional,0,0,0,0,0,0
member_00868,2026-08-10,frequent,1,1,0,0,0,0
member_00869,2026-08-02,occasional,1,0,0,0,0,0
member_00870,2026-08-09,frequent,1,1,0,0,1,0
member_00871,2026-08-02,occasional,1,1,1,1,0,0
member_00872,2026-08-16,frequent,1,0,0,0,1,0
member_00873,2026-08-28,occasional,0,1,0,0,0,0
member_00874,2026-08-11,frequent,1,1,1,0,0,0
member_00875,2026-08-23,occasional,0,0,0,0,0,0
member_00876,2026-08-13,frequent,1,1,1,1,1,0
member_00877,2026-08-03,occasional,1,0,0,0,0,0
member_00878,2026-08-27,frequent,0,1,1,0,0,1
member_00879,2026-08-06,occasional,1,1,0,0,0,0
member_00880,2026-08-24,frequent,0,1,1,0,0,0
member_00881,2026-08-08,occasional,1,1,1,1,1,0
member_00882,2026-08-14,frequent,1,0,0,0,1,0
member_00883,2026-08-25,occasional,0,0,0,0,0,0
member_00884,2026-08-14,frequent,1,1,0,0,1,0
member_00885,2026-08-27,occasional,0,0,0,0,0,0
member_00886,2026-08-16,frequent,1,1,1,1,1,0
member_00887,2026-08-08,occasional,1,1,1,1,0,0
member_00888,2026-08-03,frequent,1,1,1,1,1,0
member_00889,2026-08-21,occasional,1,0,0,0,0,0
member_00890,2026-08-16,frequent,1,1,0,0,1,0
member_00891,2026-08-22,occasional,0,0,0,0,0,0
member_00892,2026-08-04,frequent,1,1,1,1,1,0
member_00893,2026-08-17,occasional,1,1,1,0,1,0
member_00894,2026-08-28,frequent,0,0,0,0,0,0
member_00895,2026-08-21,occasional,1,0,0,0,0,0
member_00896,2026-08-04,frequent,1,1,0,0,1,0
member_00897,2026-08-15,occasional,1,0,0,0,0,0
member_00898,2026-08-08,frequent,1,1,0,0,1,0
member_00899,2026-08-22,occasional,0,0,0,0,0,0
member_00900,2026-08-18,frequent,1,1,1,1,1,0
member_00901,2026-08-14,occasional,1,1,1,0,0,0
member_00902,2026-08-04,frequent,1,1,1,0,1,0
member_00903,2026-08-27,occasional,0,0,0,0,0,0
member_00904,2026-08-24,frequent,0,1,1,0,0,0
member_00905,2026-08-21,occasional,1,0,0,0,1,0
member_00906,2026-08-10,frequent,1,0,0,0,0,0
member_00907,2026-08-25,occasional,0,1,0,0,0,0
member_00908,2026-08-24,frequent,0,1,0,0,0,0
member_00909,2026-08-16,occasional,1,0,0,0,0,0
member_00910,2026-08-04,frequent,1,1,1,1,1,0
member_00911,2026-08-03,occasional,1,0,0,0,1,0
member_00912,2026-08-21,frequent,1,1,0,0,1,0
member_00913,2026-08-21,occasional,1,0,0,0,0,0
member_00914,2026-08-01,frequent,1,1,1,1,1,0
member_00915,2026-08-24,occasional,0,0,0,0,0,0
member_00916,2026-08-04,frequent,1,1,0,0,1,0
member_00917,2026-08-16,occasional,1,1,1,0,0,0
member_00918,2026-08-28,frequent,0,1,1,1,0,0
member_00919,2026-08-15,occasional,1,0,0,0,0,0
member_00920,2026-08-21,frequent,1,1,1,0,0,0
member_00921,2026-08-05,occasional,1,0,0,0,0,0
member_00922,2026-08-02,frequent,1,1,1,0,0,0
member_00923,2026-08-04,occasional,1,1,1,1,0,1
member_00924,2026-08-13,frequent,1,0,0,0,1,0
member_00925,2026-08-26,occasional,0,1,1,1,0,0
member_00926,2026-08-19,frequent,1,1,1,1,1,1
member_00927,2026-08-01,occasional,1,1,0,0,0,0
member_00928,2026-08-20,frequent,1,1,1,1,1,0
member_00929,2026-08-25,occasional,0,0,0,0,0,0
member_00930,2026-08-14,frequent,1,1,0,0,0,0
member_00931,2026-08-26,occasional,0,1,1,0,0,0
member_00932,2026-08-12,frequent,1,0,0,0,0,0
member_00933,2026-08-13,occasional,1,0,0,0,0,0
member_00934,2026-08-03,frequent,1,1,1,0,0,0
member_00935,2026-08-04,occasional,1,1,0,0,0,0
member_00936,2026-08-09,frequent,1,1,0,0,0,0
member_00937,2026-08-05,occasional,1,0,0,0,1,0
member_00938,2026-08-09,frequent,1,0,0,0,1,0
member_00939,2026-08-05,occasional,1,1,1,1,0,0
member_00940,2026-08-25,frequent,0,1,0,0,0,0
member_00941,2026-08-01,occasional,1,1,0,0,1,0
member_00942,2026-08-02,frequent,1,1,1,1,1,0
member_00943,2026-08-25,occasional,0,1,1,0,0,0
member_00944,2026-08-04,frequent,1,1,1,0,1,0
member_00945,2026-08-19,occasional,1,0,0,0,1,0
member_00946,2026-08-12,frequent,1,1,1,1,1,0
member_00947,2026-08-20,occasional,1,0,0,0,0,0
member_00948,2026-08-18,frequent,1,0,0,0,1,0
member_00949,2026-08-14,occasional,1,0,0,0,0,0
member_00950,2026-08-16,frequent,1,1,1,0,1,0
member_00951,2026-08-09,occasional,1,0,0,0,0,0
member_00952,2026-08-20,frequent,1,0,0,0,1,0
member_00953,2026-08-16,occasional,1,0,0,0,0,0
member_00954,2026-08-05,frequent,1,1,1,1,1,0
member_00955,2026-08-18,occasional,1,1,1,0,0,0
member_00956,2026-08-21,frequent,1,1,1,1,0,0
member_00957,2026-08-20,occasional,1,1,1,0,1,0
member_00958,2026-08-02,frequent,1,1,1,1,1,0
member_00959,2026-08-27,occasional,0,0,0,0,0,0
member_00960,2026-08-02,frequent,1,1,0,0,1,0
member_00961,2026-08-25,occasional,0,0,0,0,0,0
member_00962,2026-08-26,frequent,0,1,0,0,1,0
member_00963,2026-08-11,occasional,1,0,0,0,0,0
member_00964,2026-08-04,frequent,1,1,0,0,1,0
member_00965,2026-08-16,occasional,1,0,0,0,1,0
member_00966,2026-08-18,frequent,1,1,1,1,1,0
member_00967,2026-08-24,occasional,0,0,0,0,0,0
member_00968,2026-08-18,frequent,1,1,1,1,1,0
member_00969,2026-08-24,occasional,0,0,0,0,1,0
member_00970,2026-08-14,frequent,1,1,1,1,0,0
member_00971,2026-08-20,occasional,1,0,0,0,0,0
member_00972,2026-08-20,frequent,1,0,0,0,1,0
member_00973,2026-08-09,occasional,1,0,0,0,0,0
member_00974,2026-08-19,frequent,1,1,1,1,1,0
member_00975,2026-08-04,occasional,1,0,0,0,0,0
member_00976,2026-08-22,frequent,0,0,0,0,1,0
member_00977,2026-08-01,occasional,1,0,0,0,0,0
member_00978,2026-08-04,frequent,1,1,1,0,1,0
member_00979,2026-08-22,occasional,0,0,0,0,0,0
member_00980,2026-08-16,frequent,1,1,1,1,1,0
member_00981,2026-08-24,occasional,0,1,0,0,0,0
member_00982,2026-08-22,frequent,1,0,0,0,1,0
member_00983,2026-08-12,occasional,1,0,0,0,1,0
member_00984,2026-08-02,frequent,1,1,1,0,1,0
member_00985,2026-08-17,occasional,1,0,0,0,0,0
member_00986,2026-08-14,frequent,1,1,1,1,1,0
member_00987,2026-08-12,occasional,1,0,0,0,0,0
member_00988,2026-08-28,frequent,0,0,0,0,0,0
member_00989,2026-08-06,occasional,1,0,0,0,0,0
member_00990,2026-08-16,frequent,1,1,1,1,1,1
member_00991,2026-08-08,occasional,1,0,0,0,1,0
member_00992,2026-08-13,frequent,1,0,0,0,1,0
member_00993,2026-08-22,occasional,0,1,0,0,1,0
member_00994,2026-08-17,frequent,1,1,0,0,1,0
